시군명,사업장명,인허가일자,영업상태명,폐업일자,축산업무구분명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
가평군,예쁜강아지,20080909,운영중,,동물판매업,경기도 가평군 가평읍 읍내리 475-1번지,경기도 가평군 가평읍 가화로 104-1,12419,37.8289879603,127.5142997125
가평군,굿독,20170227,운영중,,동물판매업,경기도 가평군 가평읍 대곡리 584-4번지,경기도 가평군 가평읍 석봉로3번길 159-48,12416,37.8224578062,127.4927204331
가평군,벨라켄넬,20180725,운영중,,동물판매업,경기도 가평군 북면 백둔리 26-2번지,경기도 가평군 북면 백둔로 134-57,12406,37.8988892041,127.4913846568
가평군,예쁜강아지,20180516,운영중,,동물판매업,경기도 가평군 가평읍 읍내리 475-20번지,경기도 가평군 가평읍 가화로 92,12419,37.8278425756,127.5145757711
가평군,행복한고양이,20180518,운영중,,동물판매업,경기도 가평군 가평읍 대곡리 329-2번지,경기도 가평군 가평읍 문화로 128,12416,37.8245952037,127.5092491480
가평군,상경농장,20171222,운영중,,동물판매업,경기도 가평군 상면 봉수리 21-4번지,경기도 가평군 상면 물골길 150,12440,37.8357043579,127.3110401757
가평군,보우애견샵,20090708,운영중,,동물판매업,경기도 가평군 하면 현리 262-43번지,경기도 가평군 하면 현창로38번길 20-1,12437,37.8197862899,127.3493959508
가평군,(주)코스코케이알,20100310,운영중,,동물판매업,경기도 가평군 설악면 신천리 263번지,경기도 가평군 설악면 신천중앙로28번길 101-60,12467,37.6607306101,127.4900806076
가평군,리얼펫독,20150120,운영중,,동물판매업,경기도 가평군 설악면 신천리 348-3번지,경기도 가평군 설악면 신천중앙로 22,12467,37.6713336315,127.4903879417
가평군,띠울 애견미용,20180426,운영중,,동물판매업,경기도 가평군 가평읍 읍내리 268-9번지,경기도 가평군 가평읍 가화로 142-9,12412,37.8322026219,127.5126066612
가평군,메이플켄넬,20170227,운영중,,동물판매업,,경기도 가평군 가평읍 석봉로3번길 15-60,12416,37.8477015250,127.4521560516
가평군,MY SOUL MATE KENNEL,20180523,운영중,,동물판매업,경기도 가평군 상면 행현리 528-2번지,경기도 가평군 상면 수목원로 269,12448,37.7548554212,127.3613708311
가평군,문계순,20180316,운영중,,동물판매업,경기도 가평군 상면 율길리 212-1번지,경기도 가평군 상면 솔안길 125-72,12441,37.8217577898,127.2933210044
가평군,가평가족동물학교,20180622,운영중,,동물판매업,경기도 가평군 북면 제령리 496-11번지,경기도 가평군 북면 가화로 1254,12405,37.8970288525,127.5279924158
가평군,자이언트펫,20180517,운영중,,동물판매업,경기도 가평군 청평면 대성리 332-21번지,경기도 가평군 청평면 경춘로 248,12457,37.6974733196,127.3844520245
가평군,영훈캣,20180530,운영중,,동물판매업,경기도 가평군 가평읍 승안리 9-2번지,경기도 가평군 가평읍 계량촌길 4,12408,37.8403171548,127.5069936339
가평군,상상고양이,20180212,운영중,,동물판매업,경기도 가평군 조종면 현리 206-4번지,경기도 가평군 조종면 운악청계로 27-31,12435,37.8251998402,127.3435945094
가평군,자이언트 펫,20160517,운영중,,동물판매업,경기도 가평군 청평면 대성리 332-21번지,경기도 가평군 청평면 경춘로 248,12457,37.6974733196,127.3844520245
가평군,강아지나라,20100311,운영중,,동물판매업,경기도 가평군 청평면 청평리 432-23번지,경기도 가평군 청평면 청평중앙로 42-1,12452,37.7374389129,127.4192812134
고양시,아메리칸 펍피,20170510,운영중,,동물판매업,경기도 고양시 일산서구 대화동 2121-11번지,경기도 고양시 일산서구 대산로212번길 24-12 (대화동),10370,37.6788493862,126.7562357976
고양시,바비펫샵,20170705,운영중,,동물판매업,경기도 고양시 덕양구 행신동 1078번지 105호,"경기도 고양시 덕양구 서정마을로 5, 105호 (행신동, 행신프라자)",10486,37.6183599175,126.8469246256
고양시,Star Puppy,20170904,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1452-2번지,경기도 고양시 일산동구 강촌로 20 (백석동),10424,37.6459639666,126.7787343714
고양시,은아 애견 농장,20170824,운영중,,동물판매업,경기도 고양시 일산동구 성석동 2185-2번지,경기도 고양시 일산동구 고봉로 545 (성석동),10246,37.7069578831,126.7827920241
고양시,그랜드동물병원,20180713,운영중,,동물판매업,경기도 고양시 일산서구 주엽동 115-1번지 시대프라자,"경기도 고양시 일산서구 주엽로 134, 시대프라자 101호 (주엽동)",10387,37.6706274650,126.7580992185
고양시,그루밍데이,20180713,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1330번지 브라운스톤,"경기도 고양시 일산동구 호수로 336, 브라운스톤 102동 104호 (백석동)",10449,37.6374395266,126.7877330060
고양시,애견마을,20180713,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1309-1번지 효성레제스오피스텔,"경기도 고양시 일산동구 일산로 30, 효성레제스오피스텔 115호 (백석동)",10449,37.6414923181,126.7868715544
고양시,도그홀리데이,20180626,운영중,,동물판매업,경기도 고양시 일산서구 대화동 2106-8번지,"경기도 고양시 일산서구 일산로635번길 8-8, 1층 (대화동)",10370,37.6815468626,126.7579613170
고양시,이쁘냥 고양이 미용실 일산본점,20180424,운영중,,동물판매업,경기도 고양시 일산동구 마두동 891-2번지,"경기도 고양시 일산동구 일산로316번길 46, 1층 (마두동)",10407,37.6643775314,126.7872132664
고양시,사랑할 개,20180424,운영중,,동물판매업,경기도 고양시 일산동구 식사동 662-26번지 부경빌딩,"경기도 고양시 일산동구 위시티로 25, 부경빌딩 B03호 (식사동)",10325,37.6753782972,126.8079024400
고양시,안나펫살롱,20180430,운영중,,동물판매업,경기도 고양시 덕양구 동산동 354-15번지,"경기도 고양시 덕양구 동산1로1길 23-20, 102호 (동산동)",10598,37.6439647758,126.8850891562
고양시,포근한 동물병원,20180430,운영중,,동물판매업,경기도 고양시 덕양구 삼송동 337-3번지,"경기도 고양시 덕양구 동세로 63, 103호 (삼송동)",10588,37.6480543455,126.8842555199
고양시,자이언트 베이비 독,20180509,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1252-8번지,경기도 고양시 일산동구 백석로86번길 21 (백석동),10446,37.6471618054,126.7881808698
고양시,바니캣,20180410,운영중,,동물판매업,경기도 고양시 일산서구 대화동 2290-1번지,"경기도 고양시 일산서구 일산로803번길 66, 1층 (대화동)",10383,37.6705213405,126.7504940522
고양시,리사앤루이,20180601,운영중,,동물판매업,경기도 고양시 일산동구 식사동 1555-3번지,"경기도 고양시 일산동구 위시티3로 53-9, 1층 (식사동)",10323,37.6760480211,126.8153140712
고양시,홈브리딩,20180508,운영중,,동물판매업,경기도 고양시 일산서구 구산동 1860번지,경기도 고양시 일산서구 이산포길 386-40 (구산동),10202,37.6741805754,126.6908021159
고양시,스펀슈가,20180508,운영중,,동물판매업,경기도 고양시 덕양구 강매동 168-5번지,경기도 고양시 덕양구 강매로 256-9 (강매동),10441,37.6093312298,126.8462299847
고양시,페로페라,20180416,운영중,,동물판매업,경기도 고양시 일산동구 식사동 1545-2번지,"경기도 고양시 일산동구 위시티2로11번길 6-31, 2층 (식사동)",10323,37.6763518317,126.8137376725
고양시,네발아이들,20180620,운영중,,동물판매업,경기도 고양시 덕양구 도내동 976번지,"경기도 고양시 덕양구 의장로 122, 원프라자 4층 401호 (도내동)",10551,37.6339416017,126.8723711168
고양시,부스럭(BUSRUK),20180620,운영중,,동물판매업,경기도 고양시 일산동구 정발산동 701번지,"경기도 고양시 일산동구 무궁화로93번길 6-19, 1층 (정발산동)",10362,37.6671541765,126.7737630008
고양시,(주)그린프레밀리,20160401,운영중,,동물판매업,경기도 고양시 일산동구 중산동 1809번지,경기도 고양시 일산동구 무궁화로 237 (풍동),10311,37.6738193931,126.7870725914
고양시,리사앤루이,20170227,운영중,,동물판매업,경기도 고양시 일산동구 식사동 1555-3번지 102호,"경기도 고양시 일산동구 위시티3로 53-9, 102호 (식사동)",10323,37.6760480211,126.8153140712
고양시,퍼피스프링,20170124,운영중,,동물판매업,경기도 고양시 일산동구 정발산동 1217-1번지,경기도 고양시 일산동구 산두로213번길 40 (정발산동),10358,37.6737686990,126.7792061808
고양시,통일로 동물병원,20161230,운영중,,동물판매업,경기도 고양시 덕양구 관산동 163-16번지,경기도 고양시 덕양구 통일로 730 (관산동),10285,37.6877980287,126.8693064408
고양시,DOG WAL,20150916,운영중,,동물판매업,경기도 고양시 덕양구 화정동 917번지,경기도 고양시 덕양구 은빛로17번길 54 (화정동),10476,37.6406088287,126.8303135700
고양시,일산펫,20180726,운영중,,동물판매업,경기도 고양시 일산동구 풍동 532-35번지 성원아파트,"경기도 고양시 일산동구 고풍로 44-25, 106동 1101호 (풍동, 성원아파트)",10307,37.6647971429,126.7951116652
고양시,도그앤캣,20180718,운영중,,동물판매업,경기도 고양시 일산서구 덕이동 267-1번지,"경기도 고양시 일산서구 경의로 844, 지하 1층 (덕이동)",10232,37.6927946196,126.7597724195
고양시,의기냥냥,20180627,운영중,,동물판매업,경기도 고양시 일산서구 가좌동 135-5번지,"경기도 고양시 일산서구 가좌로 18, 지층 (가좌동)",10208,37.6908764885,126.7235774316
고양시,라페스타종합동물병원,20150316,운영중,,동물판매업,경기도 고양시 일산동구 장항동 761번지 라페스타 F동 117호,경기도 고양시 일산동구 무궁화로 20-11 (장항동),10401,37.6619608840,126.7672963158
고양시,인터스테이트 코리아,20150423,운영중,,동물판매업,경기도 고양시 일산서구 덕이동 749번지,경기도 고양시 일산서구 신덕로2번길 41 (덕이동),10228,37.6976015753,126.7409911464
고양시,몰리스펫샵 킨텍스이마트점,20150616,운영중,,동물판매업,경기도 고양시 일산서구 대화동 2703번지,"경기도 고양시 일산서구 킨텍스로 171 (대화동, 이마트킨텍스점 지하1층)",10390,37.6614886458,126.7440193657
고양시,아엠펫,20160502,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1168-1번지,경기도 고양시 일산동구 강송로74번길 7-9 (백석동),10445,37.6471560198,126.7899598617
고양시,일산고양이분양강아지분양도그마루,20161212,운영중,,동물판매업,경기도 고양시 일산서구 주엽동 115번지 101-3호,"경기도 고양시 일산서구 중앙로 1455, 101-3호 (주엽동, 대우시티프라자)",10387,37.6708264986,126.7584952773
고양시,몰리스펫샵 이마트 킨텍스점,20180529,운영중,,동물판매업,경기도 고양시 일산서구 대화동 2703번지 이마트타운,"경기도 고양시 일산서구 킨텍스로 171, 이마트타운 지하1층 (대화동)",10390,37.6614886458,126.7440193657
고양시,펫스티벌,20180503,운영중,,동물판매업,경기도 고양시 일산동구 풍동 660-3번지,경기도 고양시 일산동구 고양대로 885 (풍동),10319,37.6790208492,126.7936776896
고양시,일산고양이분양나비캣,20180611,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1219-3번지,경기도 고양시 일산동구 백석로85번길 39-10 (백석동),10420,37.6489398137,126.7849576557
고양시,해오름 강쥐,20160805,운영중,,동물판매업,경기도 고양시 일산동구 성석동 2053번지,경기도 고양시 일산동구 성석로146번길 35-1 (성석동),10318,37.6903754817,126.8002669708
고양시,로얄수족관,20160801,운영중,,동물판매업,경기도 고양시 일산서구 대화동 2703번지 이마트 2층,"경기도 고양시 일산서구 킨텍스로 171 (대화동,  이마트 2층 )",10390,37.6614886458,126.7440193657
고양시,퍼피메신저,20160718,운영중,,동물판매업,경기도 고양시 일산동구 풍동 1285번지 102호,"경기도 고양시 일산동구 숲속마을로 49-28, 102호 (풍동)",10307,37.6658813982,126.7968767314
고양시,해피애견타운 일산점,20161107,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1351번지 130호,"경기도 고양시 일산동구 중앙로 1123, 130호 (백석동, 흰돌마을2단지아파트)",10421,37.6471043802,126.7814843879
고양시,러브펫멀티펫샵 삼송점,20141030,운영중,,동물판매업,경기도 고양시 덕양구 동산동 373번지,경기도 고양시 덕양구 동송로 20 (동산동),10595,37.6483296787,126.8991670017
고양시,스타펫타운,20141110,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1247-1번지,경기도 고양시 일산동구 강송로73번길 7-3 (백석동),10446,37.6462732792,126.7900756907
고양시,퍼피스타,20141218,운영중,,동물판매업,경기도 고양시 일산서구 덕이동 219-8번지,경기도 고양시 일산서구 덕이로 20 (덕이동),10237,37.6896262467,126.7568803612
고양시,위즈펫동물병원 일산장항점,20141219,운영중,,동물판매업,경기도 고양시 일산동구 장항동 755번지 홈플러스 4층,"경기도 고양시 일산동구 중앙로1275번길 64, 4층 (장항동, 홈플러스)",10401,37.6589637072,126.7688243876
고양시,도그붐,20150221,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1244-3번지,경기도 고양시 일산동구 강송로87번길 8-10 (백석동),10446,37.6476034840,126.7882929096
고양시,엘프모리,20080303,운영중,,동물판매업,경기도 고양시 일산동구 정발산동 1163-7   번지 1층,경기도 고양시 일산동구 일산로441번길 52-1,10359,37.6711317265,126.7759837075
고양시,JK 애견용품,20080804,운영중,,동물판매업,경기도 고양시 일산동구 장항동 742번지 한라밀라트 A-102,경기도 고양시 일산동구 무궁화로 17,10364,37.6621933650,126.7664115811
고양시,앙팡독,20081014,운영중,,동물판매업,경기도 고양시 일산동구 문봉동 257번지,,10313,37.6972941072,126.8161789928
고양시,바운스독,20140711,운영중,,동물판매업,경기도 고양시 일산동구 장항동 849번지 동양메이저빌오피스 205호,"경기도 고양시 일산동구 중앙로 1227, 2층 205호 (장항동, 동양메이저빌오피스)",10403,37.6557680039,126.7748179041
고양시,이마트 풍산점,20140721,운영중,,동물판매업,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 무궁화로 237 (중산동),10311,37.6738193931,126.7870725914
고양시,스노우독,20140728,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1157-2번지,경기도 고양시 일산동구 백석로108번길 7-13 (백석동),10445,37.6490210770,126.7899885315
고양시,마리동물병원,20140825,운영중,,동물판매업,경기도 고양시 일산서구 탄현동 1487번지,경기도 고양시 일산서구 현중로 29 (탄현동),10243,37.6934581795,126.7670946590
고양시,스페셜독,20140916,운영중,,동물판매업,경기도 고양시 일산동구 중산동 1667-9번지,"경기도 고양시 일산동구 고봉로 270, 2층 (중산동)",10338,37.6832358369,126.7781574685
고양시,데려가시개,20151118,운영중,,동물판매업,경기도 고양시 일산동구 장항동 849번지 동양메이저 오피스텔 205호,"경기도 고양시 일산동구 중앙로 1227 (장항동, 동양메이저빌오피스텔)",10403,37.6557680039,126.7748179041
고양시,강아지놀이터,20160604,운영중,,동물판매업,경기도 고양시 일산서구 대화동 2156-7번지,경기도 고양시 일산서구 대산로223번길 20 (대화동),10377,37.6778247683,126.7531332055
고양시,동물적감각,20180316,운영중,,동물판매업,경기도 고양시 일산동구 중산동 1560-3번지 한진프라자,"경기도 고양시 일산동구 탄중로 311-16, 한진프라자 102호 (중산동)",10336,37.6941231437,126.7800974608
고양시,아이펫애견샵,20150724,운영중,,동물판매업,경기도 고양시 덕양구 고양동 152-1번지 101호,"경기도 고양시 덕양구 혜음로 50, 101호 (고양동)",10274,37.7047959185,126.9023088832
고양시,경기화물,20180528,운영중,,동물판매업,경기도 고양시 덕양구 화정동 1135번지 옥빛마을17단지아파트,"경기도 고양시 덕양구 백양로 8, 1713동 2001호 (화정동, 옥빛마을17단지아파트)",10504,37.6272627075,126.8346604134
고양시,뷰티폼,20180323,운영중,,동물판매업,경기도 고양시 일산동구 마두동 804번지 장항빌딩,"경기도 고양시 일산동구 강석로 115, 장항빌딩 4층 404호 (마두동)",10414,37.6510194037,126.7792630966
고양시,강아지를 미용하는 여자,20180419,운영중,,동물판매업,경기도 고양시 일산동구 정발산동 1297-1번지,경기도 고양시 일산동구 일산로380번길 5-21 (정발산동),10406,37.6698806162,126.7813714064
고양시,스마트독,20160217,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1197-1번지,경기도 고양시 일산동구 강송로113번길 53-4 (백석동),10420,37.6471552768,126.7846229381
고양시,알프스애견,20160317,운영중,,동물판매업,경기도 고양시 덕양구 내유동 823-3번지,경기도 고양시 덕양구 통일로1267번길 62-50 (내유동),10262,37.7260136357,126.8383166384
고양시,주식회사 케이9코리아,20180108,운영중,,동물판매업,경기도 고양시 일산동구 장항동 543-5번지 3층,"경기도 고양시 일산동구 장대길 160-102, 3층 (장항동)",10428,37.6443830591,126.7628535812
고양시,메인독(Main Dog),20180214,운영중,,동물판매업,경기도 고양시 일산동구 장항동 757번지 로데오탑,"경기도 고양시 일산동구 무궁화로 20-38, 로데오탑 121호 (장항동)",10401,37.6604396841,126.7680151060
고양시,멍스타일,20180420,운영중,,동물판매업,경기도 고양시 일산서구 주엽동 101번지 강선마을14단지,"경기도 고양시 일산서구 강선로 35, 강선마을14단지 주상가동 1층 108, 111호 (주엽동)",10385,37.6679040096,126.7612364025
고양시,고양동물병원,20180412,운영중,,동물판매업,경기도 고양시 덕양구 고양동 243번지 삼라마이다스프라자,"경기도 고양시 덕양구 혜음로 8, 삼라마이다스프라자 113호 (고양동)",10275,37.7010204184,126.9017583605
고양시,마리 하우스,20180523,운영중,,동물판매업,경기도 고양시 일산동구 성석동 1227-131번지,"경기도 고양시 일산동구 성현로29번길 101, 엠비씨빌리지 32호 (성석동)",10250,37.7125667898,126.7903965911
고양시,간지나 개,20180515,운영중,,동물판매업,경기도 고양시 일산서구 탄현동 1484번지 탄현마을3단지아파트,"경기도 고양시 일산서구 홀트로 11, 상가동 105호 (탄현동, 탄현마을3단지아파트)",10243,37.6944908886,126.7654019900
고양시,디올독,20180516,운영중,,동물판매업,경기도 고양시 일산동구 문봉동 217번지,경기도 고양시 일산동구 문봉길62번길 32-1 (문봉동),10257,37.7066559683,126.8167338566
고양시,신짱켄넬,20180516,운영중,,동물판매업,경기도 고양시 일산동구 성석동 988-19번지,경기도 고양시 일산동구 성현로93번길 14 (성석동),10250,37.7076239199,126.7973962998
고양시,개스타하우스,20180521,운영중,,동물판매업,경기도 고양시 일산동구 성석동 590-1번지,경기도 고양시 일산동구 진밭로 7-29 (성석동),10312,37.7002944387,126.7998998036
고양시,라펫,20151124,운영중,,동물판매업,경기도 고양시 일산동구 장항동 759번지 하임로데오빌딩 103호,"경기도 고양시 일산동구 무궁화로 20-18 (장항동, 하임빌로데오빌딩)",10401,37.6612130188,126.7672646795
고양시,가림사료,20160404,운영중,,동물판매업,경기도 고양시 덕양구 대자동 271-5번지,경기도 고양시 덕양구 통일로 503 (관산동),10566,37.6783206943,126.8871206469
고양시,옥탑방고양이,20160628,운영중,,동물판매업,경기도 고양시 일산동구 중산동 1663-5번지 401호,"경기도 고양시 일산동구 중산로157번길 62-4, 401호 (중산동)",10338,37.6840476916,126.7786765056
고양시,일산 강아지 테마파크,20160628,운영중,,동물판매업,경기도 고양시 일산서구 대화동 2606번지 3003호,"경기도 고양시 일산서구 한류월드로 300, 3003호 (대화동, 원마운트)",10392,37.6643761173,126.7544363076
고양시,에이스켄렐,20171028,운영중,,동물판매업,경기도 고양시 덕양구 벽제동 582-11번지,경기도 고양시 덕양구 보광로 230 (벽제동),10267,37.7347069608,126.9124443610
고양시,(주)한라펫(롯데마트 주엽점),20120829,운영중,,동물판매업,경기도 고양시 일산서구 주엽동 15번지,경기도 고양시 일산서구 중앙로 1496 (가좌동),10379,37.6732434819,126.7553248826
고양시,아쿠아플러스(주) 고양터미널점,20120829,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1242번지,경기도 고양시 일산동구 중앙로 1036 (마두동),10450,37.6431641736,126.7896540033
고양시,(주)가성아쿠아홈펫,20120917,운영중,,동물판매업,경기도 고양시 일산동구 마두동 797-2번지,경기도 고양시 일산동구 중앙로 1206 (마두동),10414,37.6544382667,126.7767371056
고양시,(주)이마트 화정점,20120927,운영중,,동물판매업,경기도 고양시 덕양구 화정동 976번지,경기도 고양시 덕양구 백양로 79 (화정동),10500,37.6325765943,126.8333682762
고양시,유펫 일산점,20121203,운영중,,동물판매업,경기도 고양시 일산동구 마두동 888-7번지,경기도 고양시 일산동구 산두로 65-21 (마두동),10407,37.6635755720,126.7871589189
고양시,캐터리 플러스,20130812,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1285-3번지,경기도 고양시 일산동구 강송로73번길 54-3 (백석동),10446,37.6448813538,126.7876322289
고양시,리얼독스,20140226,운영중,,동물판매업,경기도 고양시 일산동구 장항동 776-1번지,경기도 고양시 일산동구 무궁화로 32-21 (장항동),10401,37.6619380015,126.7693817144
고양시,큐펫,20140320,운영중,,동물판매업,경기도 고양시 덕양구 삼송동 57-65번지,경기도 고양시 덕양구 통일로 226 (삼송동),10583,37.6560229562,126.8980343922
고양시,화이트 버블,20180424,운영중,,동물판매업,경기도 고양시 덕양구 삼송동 349-1번지,"경기도 고양시 덕양구 삼원로1길 28, 1층 (삼송동)",10550,37.6456581350,126.8759538259
고양시,헬로우 퍼피,20180430,운영중,,동물판매업,경기도 고양시 덕양구 토당동 344-102번지,"경기도 고양시 덕양구 능곡로13번길 22, 102호 (토당동)",10508,37.6224931414,126.8202401617
고양시,미뇽캣,20180611,운영중,,동물판매업,경기도 고양시 일산동구 정발산동 1240-5번지,경기도 고양시 일산동구 산두로175번길 26-2 (정발산동),10358,37.6726568487,126.7820432500
고양시,왕왕애견샵,20160801,운영중,,동물판매업,경기도 고양시 일산서구 대화동 779-3번지 2층,"경기도 고양시 일산서구 대화로 154, 2층 (대화동)",10222,37.6715452912,126.7367642014
고양시,나옹이네,20180703,운영중,,동물판매업,경기도 고양시 일산서구 법곳동 1348-2번지,"경기도 고양시 일산서구 법곳길 291, 2동 (법곳동)",10203,37.6686559540,126.7076340174
고양시,페츠하임,20150817,운영중,,동물판매업,경기도 고양시 일산동구 정발산동 1331번지,경기도 고양시 일산동구 일산로 368 (정발산동),10406,37.6681525350,126.7823172845
고양시,벳케어동물병원,20180626,운영중,,동물판매업,경기도 고양시 일산서구 가좌동 390-8번지,"경기도 고양시 일산서구 가좌3로 27, 준프라자 102호 (가좌동)",10209,37.6870729756,126.7191928975
고양시,빼로독,20180620,운영중,,동물판매업,경기도 고양시 일산동구 정발산동 1244-9번지,"경기도 고양시 일산동구 산두로201번길 26, 1층 (정발산동)",10358,37.6738532107,126.7810195446
고양시,우리똥강아지,20160418,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1314번지 성우아뜨리움오피스텔 117호,"경기도 고양시 일산동구 장백로 13, 117호 (백석동, 성우아뜨리움오피스텔)",10449,37.6398309912,126.7898787986
고양시,오렌지 애견 클럽,20180410,운영중,,동물판매업,경기도 고양시 일산동구 지영동 773번지,경기도 고양시 일산동구 지영로 114 (지영동),10256,37.7109552051,126.8236182882
고양시,해오름 동물병원,20180612,운영중,,동물판매업,경기도 고양시 덕양구 주교동 621-3번지,"경기도 고양시 덕양구 호국로 821, 1층 (주교동)",10462,37.6588561184,126.8384876515
고양시,몰리스펫샵 스타필드 고양점,20180508,운영중,,동물판매업,경기도 고양시 덕양구 동산동 370번지 스타필드 고양,"경기도 고양시 덕양구 고양대로 1955, 스타필드 고양 1층 1100호 (동산동)",10595,37.6466048913,126.8947843091
고양시,서울불리즈,20180508,운영중,,동물판매업,경기도 고양시 일산동구 정발산동 1317-8번지,경기도 고양시 일산동구 햇살로 109 (정발산동),10405,37.6685181390,126.7802986975
고양시,"안녕, 멍멍아",20180514,운영중,,동물판매업,경기도 고양시 일산서구 일산동 655-15번지 이안아파트,"경기도 고양시 일산서구 고양대로632번길 60, 109호 (일산동, 이안아파트)",10352,37.6837936951,126.7685196581
고양시,은아애견농장,20171127,운영중,,동물판매업,경기도 고양시 일산동구 성석동 1843번지,경기도 고양시 일산동구 고봉로 637-8 (성석동),10245,37.7137604946,126.7878754387
고양시,응암애견,20171129,운영중,,동물판매업,경기도 고양시 덕양구 원흥동 460-7번지 (원흥동 산 60),경기도 고양시 덕양구 고양대로1670번길 6-33 (원흥동),10552,37.6481061149,126.8655362783
고양시,야옹이발바닥,20151222,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1413-6번지,경기도 고양시 일산동구 강촌로26번길 7-4 (백석동),10424,37.6462989561,126.7795945147
고양시,high class pet,20170110,운영중,,동물판매업,경기도 고양시 일산서구 대화동 2131번지 1층,경기도 고양시 일산서구 대산로226번길 16-1 (대화동),10370,37.6795749246,126.7542155921
고양시,플란다스 개,20160308,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1329번지 밀레니엄리젠시 102호,"경기도 고양시 일산동구 호수로 340-11, 102호 (백석동, 밀레니엄리젠시)",10449,37.6381315517,126.7867906470
고양시,American puppy,20170911,운영중,,동물판매업,경기도 고양시 일산서구 대화동 2141-8번지,경기도 고양시 일산서구 대산로223번길 8-8 (대화동),10377,37.6785730187,126.7533460778
고양시,행복한강아지,20150622,운영중,,동물판매업,경기도 고양시 일산서구 탄현동 131-7번지,경기도 고양시 일산서구 일현로 137 (탄현동),10241,37.6988787458,126.7654900445
고양시,강아지나라,20090206,운영중,,동물판매업,"경기도 고양시 덕양구 고양동 240-6   번지 현대A상가 108,109호",경기도 고양시 덕양구 읍내로 16,10275,37.7012353953,126.9003066387
고양시,해오름동물병원,20090504,운영중,,동물판매업,경기도 고양시 덕양구 주교동 621-3   번지 101호(1층일부),경기도 고양시 덕양구 호국로 821,10462,37.6588561184,126.8384876515
고양시,작은친구,20090521,운영중,,동물판매업,경기도 고양시 덕양구 토당동 855번지,경기도 고양시 덕양구 토당로 52,10510,37.6203583856,126.8205965208
고양시,라페스타 동물병원,20091118,운영중,,동물판매업,경기도 고양시 일산동구 장항동 761번지,경기도 고양시 일산동구 무궁화로 20-11,10401,37.6619608840,126.7672963158
고양시,허니펫,20160204,운영중,,동물판매업,경기도 고양시 덕양구 삼송동 302-4번지,경기도 고양시 덕양구 세솔로 100 (삼송동),10557,37.6527699666,126.8878402375
고양시,도그워시,20170420,운영중,,동물판매업,경기도 고양시 일산동구 장항동 763번지 라페스타E 104호,"경기도 고양시 일산동구 무궁화로 32-12, 104호 (장항동, 라페스타E)",10401,37.6622681603,126.7677713452
고양시,쿨펫동물병원,20081204,운영중,,동물판매업,경기도 고양시 덕양구 화정동 982번지 롯데마트 2층,경기도 고양시 덕양구 화중로 66,10500,37.6328886070,126.8310678021
고양시,젤리펫살롱,20180627,운영중,,동물판매업,경기도 고양시 덕양구 신원동 626번지 호평PLAZA,"경기도 고양시 덕양구 권율대로 886, 호평PLAZA 1층 107호 (신원동)",10571,37.6626552328,126.8895363305
고양시,보배펫,20180718,운영중,,동물판매업,경기도 고양시 덕양구 벽제동 560-2번지,경기도 고양시 덕양구 보광로 189 (벽제동),10267,37.7313719364,126.9105313001
고양시,투게독,20161018,운영중,,동물판매업,경기도 고양시 일산동구 장항동 765-1번지 216호,"경기도 고양시 일산동구 중앙로 1305-56, 216호 (장항동, 라페스타D)",10401,37.6611875493,126.7680467495
고양시,이누&네꼬 petshop,20180503,운영중,,동물판매업,경기도 고양시 덕양구 신원동 625번지,"경기도 고양시 덕양구 신원로 40-48, 105호 (신원동)",10568,37.6637720601,126.8891492902
고양시,위즈펫(wizpet)고양터미널점,20150420,운영중,,동물판매업,경기도 고양시 일산동구 백석동 1242번지,"경기도 고양시 일산동구 중앙로 1036 (백석동, 롯데아울렛1층)",10450,37.6431641736,126.7896540033
고양시,꼬마강아지,20150914,운영중,,동물판매업,경기도 고양시 덕양구 화정동 978-2번지 동성골드프라자 106호,"경기도 고양시 덕양구 화신로260번길 41 (화정동, 동성골드프라자)",10500,37.6326023833,126.8325072250
고양시,신원동물메디컬센터,20170210,운영중,,동물판매업,경기도 고양시 덕양구 신원동 638-4번지,경기도 고양시 덕양구 신원로1길 42 (신원동),10570,37.6618789767,126.8880641812
고양시,예동물병원,20180726,운영중,,동물판매업,경기도 고양시 덕양구 도내동 1020번지,"경기도 고양시 덕양구 도래울로 52, 104호 (도내동)",10551,37.6302983735,126.8694207480
